accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,tilt_x_deg,tilt_y_deg,vibration_rms_g,displacement_mm,crack_width_mm,label,risk_score,risk_status
0.0377,-0.0018,0.9974,-0.463,0.958,0.755,0.649,0.236,0.00588,0.1,0.0,0,8.0,LOW
-0.0315,-0.0036,1.0042,-0.918,0.747,-0.629,0.673,0.698,0.00515,0.0,0.032,0,10.0,LOW
0.0308,-0.0312,0.9978,-0.702,0.013,0.532,0.452,0.705,0.00115,0.07,0.0,0,6.9,LOW
-0.0012,-0.0297,0.9969,-0.375,1.469,-0.102,0.633,0.613,0.00466,0.13,0.071,0,9.9,LOW
0.0983,0.1179,0.9704,4.152,2.191,-4.241,3.839,3.176,0.01707,8.73,1.049,1,71.3,HIGH
-0.0459,0.0318,0.9912,-1.017,2.425,-1.181,0.249,1.104,0.00557,0.0,0.0,0,13.2,LOW
-0.0001,0.0178,0.9918,-0.44,-1.177,0.757,0.817,0.587,0.00337,0.11,0.032,0,10.8,LOW
-0.0527,-0.0033,1.0028,-0.27,-0.124,-0.61,0.606,0.745,0.00257,0.06,0.0,0,7.9,LOW
-0.0211,-0.0102,1.0042,-0.445,-0.376,-0.39,0.866,0.337,0.00482,0.0,0.0,0,8.1,LOW
-0.0142,-0.0322,1.0147,-0.7,-1.001,0.49,0.909,0.265,0.00668,0.0,0.0,0,11.6,LOW
-0.0013,-0.0013,1.0122,0.267,-0.085,-0.615,0.402,0.456,0.00518,0.0,0.01,0,8.5,LOW
0.0006,0.0732,0.9293,4.488,8.271,-6.331,2.539,4.905,0.0148,5.61,1.527,1,84.2,CRITICAL
-0.0257,-0.0005,0.9961,1.639,1.045,1.458,0.429,0.392,0.00636,0.0,0.04,0,9.8,LOW
-0.0323,-0.016,0.9948,-0.609,-0.151,-0.741,0.169,0.528,0.00328,0.0,0.0,0,6.3,LOW
-0.0128,0.0269,1.0051,-0.034,-0.587,-1.936,0.556,0.976,0.00823,0.04,0.0,0,12.7,LOW
-0.0151,0.0067,0.9978,0.697,0.217,0.179,0.477,0.842,0.00287,0.0,0.0,0,7.7,LOW
-0.0449,-0.0319,0.9912,0.176,-0.172,0.476,0.586,0.52,0.00509,0.02,0.016,0,8.6,LOW
-0.0368,0.0078,0.9913,0.557,1.157,-0.165,0.548,0.707,0.00313,0.09,0.0,0,9.8,LOW
-0.0386,0.0216,0.9846,-0.318,-0.146,-5.111,4.615,1.461,0.02556,5.71,1.388,1,61.1,HIGH
-0.027,-0.0265,1.0092,0.497,0.305,0.438,0.0,1.021,0.0052,0.02,0.011,0,8.7,LOW
0.0193,-0.0305,0.877,-3.992,0.832,-9.721,3.579,2.814,0.02299,3.76,0.956,1,85.2,CRITICAL
-0.0381,-0.1127,0.8914,2.215,4.61,10.624,2.697,3.89,0.03011,4.32,0.691,1,86.9,CRITICAL
0.0116,0.0229,1.0003,0.791,0.097,1.159,1.052,0.956,0.00248,0.03,0.0,0,11.0,LOW
-0.0211,0.0004,0.995,1.291,1.368,0.804,0.778,0.243,0.0074,0.09,0.0,0,10.6,LOW
0.0415,0.0209,1.0039,0.726,-0.423,-0.649,0.572,0.43,0.00645,0.0,0.0,0,8.3,LOW
0.0375,-0.015,0.992,-0.996,-0.282,0.614,0.285,0.175,0.0056,0.0,0.0,0,6.9,LOW
0.0113,-0.0352,1.0075,0.735,1.278,0.842,0.0,0.622,0.00705,0.0,0.013,0,8.7,LOW
0.026,0.0466,1.0045,-0.092,0.924,2.763,0.378,0.957,0.00855,0.0,0.0,0,13.2,LOW
0.0226,-0.029,1.0102,0.047,-0.186,0.472,0.353,0.469,0.00623,0.0,0.061,0,8.3,LOW
0.0348,0.0145,0.9999,-0.067,-1.462,1.997,0.922,0.329,0.00658,0.0,0.053,0,11.0,LOW
-0.0524,0.0609,0.9976,1.53,-0.103,-0.394,0.138,0.452,0.003,0.08,0.026,0,6.4,LOW
0.0212,-0.0076,1.0176,0.918,-1.552,0.613,0.67,0.794,0.00546,0.0,0.0,0,13.9,LOW
-0.0044,0.014,1.0001,-0.876,2.633,0.512,0.307,0.882,0.00378,0.07,0.01,0,10.3,LOW
0.0376,0.0243,0.9307,-1.478,4.987,-0.278,0.0,0.176,0.02415,6.71,0.679,1,46.4,MEDIUM
0.0392,-0.1126,0.942,0.359,7.017,1.72,0.0,6.192,0.02033,1.72,0.681,1,60.2,HIGH
-0.033,0.0005,1.0018,-0.68,1.36,1.07,0.745,0.434,0.00481,0.01,0.001,0,9.3,LOW
0.0673,0.0149,0.9987,-0.978,-0.167,-0.908,0.722,0.803,0.00667,0.03,0.065,0,10.8,LOW
-0.0154,0.0702,0.9973,0.39,-1.277,-1.056,0.696,0.465,0.005,0.0,0.011,0,9.3,LOW
0.0404,-0.0779,0.9927,-1.725,-0.421,-0.351,0.856,0.305,0.00753,0.02,0.0,0,11.1,LOW
-0.0363,-0.0596,1.0212,0.847,0.615,-0.398,0.877,0.345,0.00365,0.01,0.027,0,12.1,LOW
-0.0101,-0.0231,1.0026,1.005,0.488,-0.764,0.434,0.528,0.0048,0.17,0.0,0,8.2,LOW
0.0269,0.0417,0.9975,1.599,-0.076,-0.614,0.895,0.402,0.00594,0.01,0.0,0,10.1,LOW
-0.0509,0.0299,0.9961,0.507,1.306,-0.497,0.45,0.49,0.0039,0.0,0.078,0,8.3,LOW
0.0674,-0.0673,0.9582,-2.617,-10.483,-4.916,2.283,5.669,0.02046,6.66,0.6,1,80.4,CRITICAL
0.1177,-0.0538,1.0135,-4.552,-0.417,-10.043,2.236,6.243,0.01729,5.33,0.989,1,74.0,HIGH
-0.0053,0.0554,0.9964,0.902,-0.484,0.573,0.634,0.699,0.00606,0.01,0.006,0,9.7,LOW
0.0084,0.0062,0.9838,0.286,-1.724,-0.935,0.359,0.808,0.00334,0.06,0.063,0,12.3,LOW
0.0334,0.0238,1.0106,0.359,-0.104,0.081,0.545,0.331,0.00673,0.0,0.028,0,8.4,LOW
0.0657,0.0318,0.9859,1.26,-0.303,-2.079,0.308,1.015,0.00467,0.0,0.0,0,13.2,LOW
-0.002,0.05,0.9994,-0.098,-0.678,-1.185,0.0,0.595,0.00697,0.0,0.049,0,6.9,LOW
0.0191,-0.0415,1.0308,1.01,-0.717,0.921,0.635,1.023,0.00671,0.02,0.0,0,17.2,LOW
-0.018,0.0039,0.9784,0.504,0.054,-1.186,1.1,0.0,0.00564,0.03,0.0,0,12.4,LOW
-0.0075,0.028,0.9921,0.913,-0.483,-0.825,0.401,0.96,0.00427,0.0,0.006,0,10.3,LOW
0.0027,0.041,1.0049,-0.587,0.749,0.303,0.66,0.569,0.00381,0.0,0.0,0,8.5,LOW
0.0089,-0.0156,1.0069,-0.849,0.249,1.526,0.657,0.319,0.00632,0.13,0.0,0,10.1,LOW
-0.0025,-0.0373,0.9961,1.873,1.36,-1.636,0.217,0.394,0.00493,0.0,0.0,0,9.0,LOW
-0.0215,-0.0227,0.9988,-0.186,-0.18,-0.983,0.387,0.495,0.00395,0.0,0.0,0,6.5,LOW
-0.0127,0.0537,1.0521,-2.634,1.478,2.108,0.83,4.205,0.02734,8.6,0.364,1,63.3,HIGH
-0.043,0.132,0.9945,-5.408,-1.722,-0.216,2.808,2.51,0.01991,7.52,1.354,1,58.7,MEDIUM
0.0221,0.0012,0.9963,0.324,-0.905,-0.925,0.539,0.384,0.00652,0.0,0.038,0,8.6,LOW
0.002,0.0085,1.0137,-1.845,-0.034,0.056,0.616,0.193,0.00679,0.01,0.021,0,10.9,LOW
-0.0101,-0.014,0.9955,-0.463,-1.389,0.441,0.182,0.678,0.00485,0.01,0.112,0,8.7,LOW
0.0062,0.0375,1.0041,-1.312,-1.9,-0.171,1.102,0.0,0.00631,0.04,0.004,0,10.7,LOW
0.0662,-0.1048,0.9943,-0.337,1.054,-8.847,6.708,4.235,0.02662,0.0,1.065,1,71.6,HIGH
0.0402,0.0001,1.0091,-0.234,-0.586,-1.092,0.383,0.14,0.00524,0.0,0.013,0,7.4,LOW
-0.0297,0.0028,0.9913,0.462,0.923,-0.415,0.44,0.0,0.00233,0.08,0.0,0,6.0,LOW
0.0422,0.032,0.9976,1.013,-0.814,0.864,0.304,0.0,0.00631,0.03,0.004,0,6.0,LOW
-0.0278,0.0309,0.9933,0.077,1.843,0.501,0.323,0.74,0.00331,0.04,0.0,0,9.5,LOW
0.0214,-0.0762,0.9824,1.933,-0.145,-1.229,0.482,0.318,0.00265,0.0,0.035,0,11.1,LOW
-0.0365,-0.0142,1.0106,0.173,-0.407,-1.102,0.717,0.332,0.00745,0.0,0.0,0,10.3,LOW
-0.0267,0.0116,1.0021,-0.952,-0.565,-0.615,0.229,0.775,0.00533,0.0,0.081,0,8.3,LOW
0.0013,-0.0375,0.9981,1.485,0.906,-0.667,0.245,0.496,0.00484,0.01,0.0,0,7.6,LOW
-0.0069,0.013,0.9954,-1.045,-0.116,0.289,0.349,0.686,0.00576,0.0,0.038,0,8.6,LOW
-0.0506,0.0032,0.9922,-0.511,0.709,0.544,0.436,1.086,0.00123,0.2,0.0,0,10.0,LOW
-0.0516,0.0196,1.0019,-0.1,0.503,0.918,0.443,0.387,0.00561,0.13,0.003,0,7.2,LOW
-0.0105,-0.0305,0.9992,0.955,0.416,-0.737,0.672,0.239,0.00288,0.0,0.004,0,6.6,LOW
0.0092,-0.0759,0.9842,3.592,0.834,9.671,0.743,4.244,0.01198,1.46,0.982,1,50.1,MEDIUM
-0.0193,0.013,1.0018,1.09,-0.547,-0.625,0.396,0.41,0.00635,0.07,0.0,0,7.7,LOW
-0.0055,-0.031,0.8433,-6.549,1.648,2.69,4.144,4.908,0.00508,3.94,0.503,1,90.4,CRITICAL
0.0106,-0.2007,0.9766,5.086,-1.371,7.0,2.562,6.957,0.00909,7.33,1.855,1,82.6,CRITICAL
0.0269,0.003,0.9898,0.129,-0.227,-0.006,0.456,0.772,0.00342,0.0,0.0,0,8.4,LOW
0.0111,-0.0379,1.0012,1.064,-0.933,-0.453,0.563,0.979,0.00351,0.23,0.0,0,10.1,LOW
-0.0046,0.0283,1.0119,-1.903,0.363,-1.651,0.444,0.002,0.00604,0.0,0.0,0,9.8,LOW
-0.007,-0.0103,1.0086,-0.726,0.369,-0.318,0.285,0.0,0.00678,0.01,0.0,0,6.2,LOW
0.0016,0.0097,0.9992,-0.835,0.132,0.946,0.706,0.217,0.00507,0.0,0.0,0,7.3,LOW
0.0183,-0.0291,1.0001,-0.822,0.018,-0.964,0.832,0.892,0.00507,0.0,0.0,0,10.3,LOW
-0.0174,-0.0166,0.9987,-0.061,-0.226,-1.576,0.627,0.457,0.00407,0.04,0.0,0,8.3,LOW
-0.0223,-0.0211,0.9946,-0.543,0.128,0.27,0.52,0.512,0.00581,0.0,0.0,0,7.9,LOW
0.0071,-0.0265,0.9964,1.02,1.318,0.424,0.405,0.465,0.00632,0.0,0.0,0,8.7,LOW
0.0423,0.0018,0.9976,-0.572,1.108,-0.805,0.404,0.618,0.00396,0.0,0.016,0,8.1,LOW
-0.0292,-0.0664,1.0213,0.853,1.201,-0.796,0.498,0.736,0.00281,0.0,0.0,0,12.6,LOW
-0.004,0.0145,0.9954,-0.106,-1.939,-0.007,0.283,0.692,0.00824,0.02,0.015,0,10.3,LOW
0.0334,0.072,1.0102,0.182,-2.295,0.134,0.527,0.492,0.00584,0.0,0.053,0,11.6,LOW
0.0179,-0.0435,0.9981,1.858,-1.496,0.353,0.285,0.636,0.00856,0.05,0.0,0,10.3,LOW
-0.0553,-0.0445,0.9852,1.166,-0.591,0.738,0.695,0.801,0.00434,0.06,0.023,0,12.7,LOW
-0.0051,0.0313,0.9927,-0.519,-1.272,0.84,0.17,0.553,0.00369,0.0,0.0,0,7.9,LOW
0.0053,-0.0336,0.991,-0.248,-0.961,-0.474,0.11,0.169,0.00423,0.0,0.0,0,5.8,LOW
-0.0921,0.0063,1.049,-7.057,-4.616,-5.452,0.507,2.803,0.03358,1.89,1.074,1,57.3,MEDIUM
0.0515,-0.0257,0.9867,1.146,-1.268,0.101,1.034,0.555,0.00473,0.03,0.087,0,13.5,LOW
0.0384,-0.054,0.9932,-0.342,-0.394,-0.441,0.43,0.502,0.00456,0.0,0.002,0,7.5,LOW
-0.019,-0.0473,1.0019,-1.307,0.163,0.252,0.646,0.504,0.00252,0.04,0.031,0,8.0,LOW
-0.0005,-0.0364,0.9857,0.286,-0.314,0.652,0.885,0.497,0.00718,0.0,0.062,0,12.0,LOW
0.0275,-0.0253,0.9968,-1.19,2.007,1.136,0.238,0.877,0.00217,0.0,0.0,0,9.6,LOW
-0.0384,-0.0425,0.9848,0.139,-0.573,0.936,0.364,0.447,0.00852,0.01,0.0,0,10.5,LOW
-0.043,-0.0274,1.0012,0.965,0.079,0.296,0.617,0.415,0.00123,0.0,0.063,0,6.6,LOW
-0.0452,-0.0066,0.9928,-0.273,-0.64,-0.47,0.782,1.038,0.00426,0.11,0.004,0,11.5,LOW
-0.1086,-0.0461,0.9789,-3.776,-3.615,1.252,4.047,4.007,0.01153,7.46,0.054,1,63.1,HIGH
0.0684,0.0017,1.0054,0.718,1.235,-1.32,0.254,0.923,0.00416,0.0,0.024,0,10.1,LOW
-0.0331,0.0151,0.9893,0.976,-0.949,-0.735,0.388,0.759,0.00508,0.05,0.0,0,10.7,LOW
-0.015,-0.0221,0.9973,1.538,1.797,1.085,0.801,0.35,0.01094,0.02,0.0,0,12.4,LOW
-0.0137,-0.0243,0.9908,-0.493,0.152,1.673,0.781,0.697,0.00379,0.0,0.031,0,11.7,LOW
-0.0776,0.0061,1.003,-2.411,0.963,0.292,1.267,0.331,0.00411,0.04,0.056,0,12.5,LOW
-0.0012,-0.0264,1.0017,0.713,0.897,-0.42,0.404,0.025,0.00457,0.01,0.016,0,5.4,LOW
-0.0029,-0.0567,0.9946,-0.52,0.845,0.794,0.194,0.699,0.00659,0.1,0.012,0,8.8,LOW
-0.0056,-0.0076,0.9962,0.336,-1.448,1.155,0.478,0.931,0.0025,0.0,0.067,0,10.3,LOW
0.0018,0.0688,0.9959,0.556,0.164,-2.165,0.552,0.161,0.0018,0.02,0.0,0,7.6,LOW
-0.0653,-0.0134,0.9767,-4.6,0.791,4.624,2.484,1.187,0.0109,0.0,0.582,1,35.4,MEDIUM
-0.0225,-0.0307,0.9832,0.637,-0.84,2.174,1.009,0.575,0.00035,0.06,0.0,0,13.5,LOW
-0.0401,0.003,1.0087,1.063,-0.942,0.574,0.827,0.436,0.00117,0.11,0.0,0,9.7,LOW
-0.0121,-0.0336,1.0084,-0.633,0.555,-0.976,0.006,0.474,0.00479,0.0,0.032,0,7.1,LOW
0.0545,0.0361,0.988,-1.196,1.87,-1.057,0.996,1.234,0.00588,0.11,0.053,0,17.3,LOW
-0.0051,-0.0339,1.0025,-1.785,-1.223,0.205,0.191,1.011,0.00553,0.0,0.014,0,10.3,LOW
-0.0195,0.0595,1.0135,-6.095,0.246,1.676,2.119,3.502,0.02078,4.97,1.198,1,56.8,MEDIUM
-0.0367,0.0807,0.9824,6.218,-11.032,7.069,4.995,6.663,0.02042,2.6,1.718,1,91.8,CRITICAL
-0.0087,0.0174,0.9875,0.394,-1.637,-0.907,0.557,0.546,0.00579,0.02,0.048,0,11.8,LOW
-0.0276,0.0542,1.0922,1.95,0.2,2.443,6.502,2.004,0.02174,7.98,0.923,1,84.3,CRITICAL
-0.0038,0.0015,1.0048,-0.209,-0.338,0.569,0.059,0.287,0.0076,0.14,0.063,0,6.3,LOW
0.0122,0.0358,0.9914,0.207,1.134,-0.809,0.45,0.682,0.00316,0.07,0.0,0,9.4,LOW
-0.0208,0.0085,0.9894,0.094,-1.283,0.223,0.627,0.927,0.0045,0.0,0.0,0,11.6,LOW
-0.0394,0.0277,1.0139,0.175,-0.222,-0.164,0.392,0.401,0.00609,0.09,0.042,0,8.7,LOW
0.0114,-0.0007,1.0091,-0.723,1.112,1.192,0.326,0.16,0.00444,0.0,0.0,0,7.8,LOW
0.0194,0.0023,1.0105,0.459,-0.38,-0.672,0.669,0.533,0.00364,0.0,0.054,0,9.6,LOW
0.0322,-0.0131,1.0088,1.509,0.141,-1.111,0.125,0.69,0.00401,0.0,0.025,0,9.2,LOW
0.0309,-0.0224,1.0069,-2.459,-0.148,0.662,0.399,0.363,0.00183,0.14,0.007,0,9.1,LOW
0.0127,0.0126,0.9894,-1.007,-0.766,0.697,0.27,0.254,0.00643,0.05,0.0,0,8.4,LOW
0.065,0.0253,0.9133,-4.666,9.17,7.05,2.835,4.398,0.01264,4.76,1.308,1,84.8,CRITICAL
-0.0579,0.0065,0.9938,2.425,0.138,0.558,0.499,0.398,0.00189,0.01,0.0,0,9.2,LOW
0.0579,0.0193,1.0027,-0.425,0.406,0.871,0.409,0.477,0.00139,0.0,0.0,0,6.1,LOW
-0.0454,-0.0058,0.9886,0.411,1.558,1.503,0.655,0.269,0.00487,0.0,0.0,0,10.7,LOW
-0.0519,-0.0066,1.0079,-0.863,-0.615,0.326,0.526,0.213,0.00373,0.0,0.022,0,7.4,LOW
0.0223,-0.0333,0.995,-0.156,0.724,1.311,0.0,0.224,0.00348,0.11,0.057,0,5.7,LOW
-0.1576,-0.0005,0.8879,6.655,-0.487,6.629,7.747,5.255,0.01005,6.98,0.557,1,100.0,CRITICAL
-0.1554,-0.0551,0.9696,-2.259,-1.496,-2.437,4.588,0.894,0.00567,8.35,1.07,1,57.2,MEDIUM
-0.0887,-0.0337,0.9505,-1.833,1.764,-0.298,2.968,1.047,0.0,5.94,0.623,1,44.8,MEDIUM
-0.1478,-0.0491,0.9502,3.636,-5.239,-2.176,4.948,5.053,0.03,6.49,1.425,1,89.2,CRITICAL
0.0334,0.0239,1.0164,-0.204,-0.587,-1.414,0.975,0.714,0.00927,0.0,0.0,0,15.1,LOW
-0.0015,0.0218,0.9959,0.275,-0.215,-0.229,0.706,0.875,0.0,0.0,0.079,0,8.2,LOW
-0.056,0.0321,0.9747,-1.666,-7.594,-0.2,5.665,0.636,0.02524,1.78,0.546,1,55.8,MEDIUM
0.0208,-0.0477,1.0205,0.309,1.648,-1.033,0.369,0.128,0.00555,0.05,0.044,0,11.0,LOW
-0.0086,0.0275,1.0152,-0.609,-0.584,1.168,0.586,0.878,0.0057,0.0,0.0,0,12.8,LOW
-0.0313,-0.0212,0.9461,-2.52,-5.683,2.779,2.533,5.241,0.01918,5.97,1.854,1,79.1,HIGH
-0.0613,0.0337,0.9897,-0.166,-0.263,0.036,0.366,0.34,0.00738,0.08,0.022,0,7.8,LOW
0.0139,0.0469,1.0042,-2.063,0.694,0.39,1.099,0.0,0.0001,0.0,0.0,0,8.6,LOW
-0.0387,-0.0204,0.9758,0.186,-0.059,-0.505,0.421,0.696,0.00625,0.0,0.0,0,12.0,LOW
-0.0063,0.045,0.998,0.307,0.189,0.731,0.0,0.239,0.00625,0.03,0.055,0,4.8,LOW
-0.0802,0.1175,1.0552,-1.49,-1.14,-4.032,3.687,0.601,0.01052,1.98,1.68,1,50.4,MEDIUM
0.0024,0.0085,1.0058,0.293,-1.845,1.178,0.282,0.208,0.00401,0.0,0.0,0,7.6,LOW
-0.0436,-0.1498,0.9893,0.024,-2.317,-7.225,4.478,3.578,0.03271,3.7,1.346,1,69.7,HIGH
-0.1378,-0.2136,0.9196,-5.149,-2.757,0.431,2.144,3.402,0.02524,7.96,1.482,1,78.0,HIGH
0.0139,0.0447,0.9905,-0.425,-1.003,-0.21,0.353,0.857,0.00721,0.0,0.0,0,10.6,LOW
-0.0351,0.018,0.991,-1.207,-0.032,-1.287,0.279,0.832,0.00578,0.0,0.002,0,10.6,LOW
-0.0642,-0.0622,0.9944,-1.549,0.309,-0.083,0.491,0.103,0.00494,0.1,0.0,0,7.6,LOW
0.0146,0.0217,1.0051,0.003,1.007,-1.144,0.457,0.577,0.00654,0.0,0.0,0,9.4,LOW
-0.0615,0.0902,0.8694,-4.898,0.976,-3.625,4.312,0.182,0.02979,7.8,1.406,1,84.9,CRITICAL
0.0201,-0.0432,0.9937,2.172,0.002,-1.901,0.814,0.516,0.00575,0.13,0.0,0,12.9,LOW
-0.0072,-0.0162,1.0177,0.369,0.221,0.139,0.95,0.484,0.00428,0.0,0.0,0,11.2,LOW
-0.0383,0.015,0.9866,-2.125,0.093,0.555,1.044,0.597,0.00357,0.1,0.1,0,14.3,LOW
0.0455,-0.0605,0.985,1.001,-1.392,0.954,0.531,0.002,0.00881,0.0,0.105,0,11.2,LOW
0.0106,0.0025,0.9883,-0.377,-0.768,0.956,0.494,0.591,0.00691,0.0,0.0,0,10.7,LOW
0.032,0.0011,1.0047,0.79,-1.094,0.492,0.831,0.268,0.00541,0.05,0.0,0,9.2,LOW
0.0033,-0.0328,1.0039,-1.034,1.485,-0.096,0.616,0.687,0.00809,0.0,0.01,0,11.2,LOW
-0.0218,0.0173,0.9865,-0.671,2.113,0.627,0.765,0.419,0.00641,0.0,0.045,0,13.0,LOW
0.0771,-0.0128,0.9553,2.203,4.605,-4.727,1.921,6.126,0.01909,2.93,0.368,1,65.0,HIGH
-0.0656,0.0046,0.9974,-0.778,0.287,0.539,0.459,0.494,0.00624,0.0,0.0,0,7.7,LOW
-0.0169,-0.04,0.9959,0.168,0.408,1.122,0.458,0.114,0.00651,0.0,0.0,0,6.9,LOW
-0.0162,-0.0066,0.9987,0.491,1.191,0.007,0.934,0.63,0.00489,0.02,0.0,0,10.0,LOW
0.0535,0.0551,1.0144,-4.077,3.504,5.091,7.142,2.526,0.0004,6.49,0.91,1,70.3,HIGH
-0.0139,0.0243,1.0133,-0.605,-1.537,1.45,0.388,0.195,0.00688,0.11,0.0,0,10.6,LOW
0.0286,0.0638,0.995,0.707,-0.672,1.064,0.273,0.573,0.00633,0.0,0.0,0,8.4,LOW
-0.0224,-0.0028,0.997,0.473,-0.38,-0.739,0.91,0.0,0.00455,0.0,0.0,0,7.0,LOW
-0.1151,-0.2211,0.9287,0.123,-1.529,-12.451,6.202,2.539,0.00449,1.78,0.185,1,73.9,HIGH
0.0022,0.0093,1.0078,1.945,3.987,0.26,5.295,5.279,0.0147,7.45,0.461,1,72.1,HIGH
-0.013,-0.008,0.9938,-0.206,0.852,-1.437,0.266,0.539,0.00625,0.0,0.0,0,8.9,LOW
-0.0083,0.0217,1.0049,-1.983,0.096,-0.251,0.426,0.599,0.00874,0.18,0.0,0,11.1,LOW
0.0203,-0.0668,0.8931,-1.416,0.692,-1.115,3.937,5.149,0.0182,0.0,0.149,1,66.8,HIGH
-0.0296,-0.0144,1.0039,1.846,0.028,-0.776,0.947,0.509,0.00514,0.02,0.0,0,11.2,LOW
-0.0084,-0.0081,1.009,0.634,0.969,0.606,0.0,0.407,0.00554,0.0,0.004,0,7.1,LOW
-0.0572,0.0113,1.004,0.499,0.171,-0.225,0.649,0.438,0.00296,0.01,0.0,0,6.9,LOW
-0.0378,-0.0075,1.0033,0.088,-0.506,0.354,0.234,0.226,0.00618,0.1,0.077,0,5.9,LOW
-0.0287,0.0064,0.9976,-0.129,0.508,2.021,0.542,0.401,0.0,0.0,0.0,0,7.4,LOW
-0.0608,-0.0407,0.9993,0.489,-0.945,0.778,0.259,0.08,0.00415,0.0,0.041,0,4.9,LOW
-0.0178,-0.0087,0.9927,1.022,0.507,-1.867,0.695,0.73,0.00746,0.0,0.0,0,12.7,LOW
0.0704,0.0054,0.9206,-4.539,-4.796,-6.798,4.67,1.318,0.01965,4.79,0.961,1,74.3,HIGH
-0.0203,-0.0417,1.0088,0.64,-0.053,-0.177,0.0,0.936,0.00452,0.0,0.106,0,8.4,LOW
0.0108,0.0132,0.895,-3.996,2.741,3.31,4.094,2.324,0.01376,0.08,0.482,1,62.2,HIGH
0.1063,0.0937,0.9305,3.207,-9.112,3.697,4.975,4.878,0.01673,2.53,0.933,1,83.6,CRITICAL
-0.0516,-0.0514,0.9844,2.557,-0.72,-1.717,0.18,0.828,0.00868,0.16,0.011,0,14.9,LOW
-0.0199,0.0102,0.9946,2.012,-0.259,-2.612,0.384,0.767,0.00453,0.0,0.0,0,12.0,LOW
-0.0002,0.0437,1.0119,0.316,-0.087,1.915,0.657,0.935,0.00666,0.0,0.0,0,13.7,LOW
0.0031,0.0099,0.9958,-0.501,1.511,0.526,0.388,0.522,0.00613,0.15,0.04,0,9.3,LOW
0.0086,0.0928,0.9726,6.734,5.881,3.546,1.463,5.505,0.02332,8.7,1.816,1,81.3,CRITICAL
0.0692,0.1524,0.9189,-1.557,-4.124,-0.602,4.001,2.867,0.02443,3.33,0.862,1,68.7,HIGH
-0.0248,0.0122,0.9987,0.194,-1.851,0.77,0.445,0.604,0.0047,0.0,0.001,0,8.9,LOW
-0.0018,0.0225,1.0053,-0.482,-1.115,-1.474,0.687,0.529,0.00656,0.0,0.036,0,10.9,LOW
0.0283,0.0288,0.9974,-1.093,0.424,0.365,0.626,0.707,0.00679,0.0,0.0,0,9.7,LOW
0.0576,-0.0309,0.8988,6.099,-3.021,-1.858,1.167,3.018,0.03715,3.32,1.168,1,71.2,HIGH
0.063,0.0432,1.0063,-0.932,-1.029,0.316,0.369,0.549,0.00619,0.13,0.0,0,9.2,LOW
0.006,0.0549,0.9775,1.576,0.604,2.507,0.702,0.281,0.00611,0.13,0.056,0,15.3,LOW
0.0509,-0.015,1.0133,-1.67,-0.441,1.215,0.277,0.0,0.00346,0.08,0.0,0,8.1,LOW
-0.0126,0.0754,0.9106,1.849,-1.42,-2.118,6.145,5.074,0.01743,5.66,1.196,1,90.0,CRITICAL
-0.1447,-0.0243,0.9505,-4.754,-6.11,1.691,1.94,5.788,0.01713,6.94,1.187,1,77.7,HIGH
-0.023,-0.0518,0.9954,-0.407,0.309,0.124,0.468,0.642,0.00278,0.18,0.021,0,7.4,LOW
-0.0465,-0.0033,0.999,-0.214,-0.164,0.721,0.622,0.974,0.00575,0.0,0.0,0,9.5,LOW
0.0122,0.0331,0.9791,-0.492,-0.51,0.149,0.217,0.419,0.00577,0.0,0.0,0,9.5,LOW
-0.044,0.0724,1.0049,4.657,0.601,3.043,5.653,7.092,0.02362,5.4,1.649,1,86.5,CRITICAL
0.0148,0.0039,0.9944,0.206,-0.916,-1.1,0.1,0.544,0.00038,0.0,0.0,0,6.0,LOW
-0.0079,0.0095,1.0027,-0.443,0.024,2.503,0.214,0.27,0.00692,0.02,0.064,0,8.7,LOW
0.0311,0.0426,0.9712,4.513,-4.999,-6.88,0.518,3.867,0.01542,3.78,1.651,1,58.2,MEDIUM
-0.0347,0.0454,1.0173,-0.285,0.239,1.113,0.312,0.502,0.00497,0.09,0.0,0,10.1,LOW
-0.0165,0.0119,1.0152,0.211,1.814,0.026,0.152,0.429,0.00493,0.09,0.052,0,10.0,LOW
0.0021,0.0032,1.0162,0.554,-0.444,1.109,0.27,0.742,0.00429,0.0,0.042,0,10.8,LOW
-0.0693,-0.0182,1.0047,0.133,0.517,0.465,0.446,0.838,0.00494,0.05,0.0,0,8.7,LOW
-0.0203,0.0311,1.0001,-0.024,-0.334,-1.359,0.129,0.517,0.00821,0.08,0.047,0,7.6,LOW
-0.0416,-0.0346,0.9942,-0.832,-0.253,1.182,0.329,0.0,0.00509,0.05,0.005,0,6.3,LOW
-0.1109,-0.0348,0.8813,-1.872,3.325,5.308,0.892,3.956,0.01568,5.36,1.633,1,76.5,HIGH
-0.0032,0.0011,1.0113,-0.852,2.113,-0.412,0.641,0.393,0.00558,0.0,0.0,0,11.5,LOW
0.0081,-0.0212,0.9912,0.576,-1.018,0.537,0.634,0.35,0.00252,0.0,0.0,0,8.4,LOW
-0.019,-0.0425,0.9946,1.304,0.905,1.242,0.655,0.403,0.00239,0.0,0.0,0,9.1,LOW
